StudyHours,Attendance,PreviousScore,SleepHours,Result
5.6,64,80,8.3,Pass
5.0,46,99,3.1,Pass
3.5,98,31,4.8,Fail
1.4,64,40,7.8,Fail
2.0,47,63,5.7,Fail
5.1,53,69,6.1,Fail
2.1,66,94,4.2,Fail
5.4,60,84,6.1,Pass
2.3,66,59,5.0,Fail
1.5,59,93,7.2,Fail
1.3,78,75,6.2,Fail
2.8,30,93,8.4,Fail
1.7,89,75,6.2,Fail
4.8,38,36,4.8,Fail
3.8,36,69,5.5,Fail
4.6,91,66,5.5,Pass
2.6,47,77,5.0,Fail
1.9,75,54,7.5,Fail
4.1,87,75,4.5,Pass
5.0,57,55,7.3,Fail
2.6,47,71,8.1,Fail
3.9,56,90,8.9,Fail
1.7,41,71,5.3,Fail
4.8,32,48,7.0,Fail
4.0,38,94,7.5,Pass
4.3,94,68,6.0,Pass
4.8,46,66,8.0,Fail
2.9,40,74,5.7,Fail
4.4,80,59,8.6,Fail
3.5,94,61,6.6,Pass
4.3,43,85,8.7,Pass
3.9,78,67,4.8,Pass
4.3,44,42,7.1,Fail
4.6,89,90,4.0,Pass
4.7,57,51,8.9,Fail
3.6,48,70,5.9,Fail
4.8,57,96,3.5,Pass
3.3,68,42,3.8,Fail
5.3,79,37,4.0,Fail
5.3,78,28,7.0,Fail
1.1,63,76,8.3,Fail
3.3,68,51,6.3,Fail
1.9,60,72,6.1,Fail
4.9,61,48,4.6,Fail
5.0,100,93,5.5,Pass
5.3,43,41,6.0,Fail
1.1,59,48,4.6,Fail
4.8,84,63,5.0,Pass
4.2,90,81,4.8,Pass
5.6,64,89,3.8,Pass
4.8,40,58,8.7,Fail
4.1,64,36,8.5,Fail
1.4,70,36,6.0,Fail
1.8,31,43,6.5,Fail
2.5,84,71,3.4,Fail
5.9,91,57,6.1,Fail
3.7,65,38,4.9,Fail
2.2,86,24,8.5,Fail
2.7,58,59,4.6,Fail
5.9,38,58,5.6,Fail
3.8,62,55,6.3,Fail
3.1,90,94,4.5,Fail
3.3,89,30,5.0,Fail
1.9,88,23,3.1,Fail
4.4,48,47,6.5,Fail
5.4,82,22,6.4,Fail
5.0,51,39,3.1,Fail
2.0,82,65,5.1,Fail
1.7,72,54,8.4,Fail
6.0,36,37,4.2,Fail
3.6,76,70,9.0,Pass
1.1,40,46,3.5,Fail
1.9,95,95,4.5,Fail
2.6,44,53,3.2,Fail
5.0,34,85,8.6,Pass
5.5,94,51,4.4,Fail
5.9,54,48,3.7,Fail
1.9,98,85,3.4,Fail
1.4,66,20,6.1,Fail
2.7,94,22,7.3,Fail
1.4,39,91,8.9,Fail
3.2,74,32,3.6,Fail
4.3,35,45,3.4,Fail
3.4,77,63,8.4,Fail
2.0,95,72,8.7,Fail
1.1,100,40,8.3,Fail
2.1,69,51,4.2,Fail
2.2,78,87,4.5,Fail
1.1,65,29,7.0,Fail
3.9,53,40,6.2,Fail
1.5,64,60,3.6,Fail
3.7,72,57,3.6,Fail
3.5,91,41,7.2,Fail
5.7,67,98,7.8,Pass
2.5,84,87,6.8,Fail
5.3,84,74,4.9,Pass
4.4,47,43,5.9,Fail
3.8,32,47,7.1,Fail
4.8,71,85,7.7,Pass
3.4,97,58,6.7,Fail
5.4,49,33,3.9,Fail
3.2,84,46,7.8,Fail
2.8,84,86,6.7,Fail
4.2,75,25,3.0,Fail
2.3,97,35,8.9,Fail
5.7,82,25,3.9,Fail
4.2,71,35,6.0,Fail
2.8,73,22,3.9,Fail
5.2,52,54,6.0,Fail
1.9,57,30,3.3,Fail
1.7,71,25,3.8,Fail
1.2,88,76,3.4,Fail
1.9,98,100,5.3,Fail
1.7,31,79,5.7,Fail
4.3,37,93,3.3,Pass
3.2,72,99,6.4,Fail
1.5,49,91,6.0,Fail
5.8,72,29,4.7,Fail
3.7,46,61,8.4,Fail
1.4,71,66,4.6,Fail
3.3,43,94,8.4,Fail
1.7,71,30,7.3,Fail
3.6,58,56,7.3,Fail
1.3,91,63,3.2,Fail
3.9,34,100,6.4,Fail
1.3,66,20,3.9,Fail
2.3,63,34,4.1,Fail
5.9,80,62,5.6,Pass
1.9,96,20,5.0,Fail
2.2,39,66,7.1,Fail
2.1,86,83,4.0,Fail
2.4,44,76,7.0,Fail
3.5,75,80,8.9,Pass
1.5,82,29,4.5,Fail
2.4,58,80,8.8,Fail
1.1,47,66,8.7,Fail
3.5,81,71,8.1,Pass
4.6,76,36,4.0,Fail
2.1,98,53,9.0,Fail
1.6,73,99,4.2,Fail
2.6,58,69,7.0,Fail
4.1,93,76,8.9,Pass
2.2,99,94,4.9,Fail
2.9,47,23,9.0,Fail
4.2,47,49,4.5,Fail
2.0,47,52,5.8,Fail
3.9,90,28,3.2,Fail
1.2,99,45,3.1,Fail
4.2,75,45,3.6,Fail
3.1,46,51,5.6,Fail
2.8,33,100,7.5,Fail
3.1,70,67,6.6,Fail
5.2,65,89,4.1,Pass
4.0,52,30,4.0,Fail
1.9,86,32,7.1,Fail
3.5,81,53,6.6,Fail
4.2,33,93,5.9,Pass
4.3,75,29,5.3,Fail
3.6,92,57,8.2,Fail
4.6,96,26,7.5,Fail
2.0,87,51,6.3,Fail
5.9,66,93,6.9,Pass
2.8,70,53,7.7,Fail
5.2,73,48,6.7,Fail
4.4,62,27,5.4,Fail
4.9,89,58,8.6,Fail
5.8,36,98,6.7,Pass
4.8,60,96,4.9,Pass
1.5,96,85,7.2,Fail
3.5,70,75,5.2,Pass
1.6,52,98,7.2,Fail
3.1,100,78,7.3,Fail
4.4,38,57,7.5,Fail
2.3,57,39,3.8,Fail
4.5,92,81,6.9,Pass
5.5,92,24,4.6,Fail
6.0,49,63,8.8,Fail
1.5,78,58,4.4,Fail
4.5,100,40,8.7,Fail
5.7,67,60,3.2,Fail
1.2,30,72,4.3,Fail
4.5,48,50,8.0,Fail
4.3,49,26,8.2,Fail
5.3,99,79,3.1,Pass
3.5,61,50,3.2,Fail
4.6,40,75,5.9,Pass
6.0,32,43,5.1,Fail
3.4,87,27,3.3,Fail
4.1,100,73,8.8,Pass
3.4,62,95,5.8,Fail
5.1,89,77,8.0,Pass
2.9,34,66,3.7,Fail
3.7,77,57,3.5,Fail
4.7,87,89,4.1,Pass
3.3,69,45,4.4,Fail
5.9,56,36,6.0,Fail
2.8,93,52,8.8,Fail
1.6,62,88,4.7,Fail
1.7,88,45,8.9,Fail
3.0,69,62,5.3,Fail
5.8,92,23,8.4,Fail
1.8,85,28,5.6,Fail
3.0,86,78,6.1,Fail
5.6,94,76,5.1,Pass
4.8,51,95,5.9,Pass
1.4,88,65,8.2,Fail
2.1,40,39,3.9,Fail
3.0,53,32,4.3,Fail
3.8,36,90,3.1,Fail
4.3,31,84,6.9,Pass
3.5,82,55,7.2,Fail
2.3,92,91,7.0,Fail
3.1,35,37,6.7,Fail
3.8,72,22,7.9,Fail
1.1,95,52,3.9,Fail
2.5,57,91,4.1,Fail
2.5,69,69,3.9,Fail
1.4,30,90,3.5,Fail
3.5,58,44,8.2,Fail
3.8,93,39,7.8,Fail
1.8,40,67,8.5,Fail
3.9,71,31,5.9,Fail
4.4,83,95,4.4,Pass
4.5,65,34,7.9,Fail
3.7,31,80,7.8,Fail
1.9,79,33,8.3,Fail
4.0,68,26,8.0,Fail
1.6,74,28,9.0,Fail
4.2,32,57,5.7,Fail
4.2,88,56,6.0,Fail
5.8,82,76,4.2,Pass
1.9,90,98,6.8,Fail
4.2,54,96,4.8,Pass
5.5,43,57,4.5,Fail
5.0,94,84,7.3,Pass
1.6,66,48,6.8,Fail
3.5,48,67,5.9,Fail
5.2,55,39,4.6,Fail
5.1,83,77,3.5,Pass
5.3,71,90,8.9,Pass
2.2,32,94,5.7,Fail
3.9,62,61,6.1,Fail
2.0,34,38,8.2,Fail
3.1,31,67,4.4,Fail
2.2,49,94,6.2,Fail
2.8,36,60,4.6,Fail
5.2,50,28,6.0,Fail
5.5,91,82,4.4,Pass
4.9,76,85,7.7,Pass
6.0,72,96,4.4,Pass
1.9,41,100,6.5,Fail
5.9,52,33,5.0,Fail
4.9,59,97,6.6,Pass
4.0,65,57,8.3,Fail
2.4,97,52,5.2,Fail
2.8,41,89,8.1,Fail
5.6,59,32,8.0,Fail
3.5,63,86,8.2,Fail
4.7,31,23,7.2,Fail
1.8,72,40,4.7,Fail
2.9,66,27,5.7,Fail
1.6,69,93,8.3,Fail
5.8,92,46,7.1,Fail
5.7,73,31,8.8,Fail
5.6,57,54,4.1,Fail
2.3,31,46,4.0,Fail
5.3,31,53,5.7,Fail
2.3,73,93,3.3,Fail
5.7,32,87,3.5,Pass
1.3,72,62,4.4,Fail
2.0,41,83,7.3,Fail
3.9,83,31,4.1,Fail
2.0,43,61,3.6,Fail
4.3,63,20,7.2,Fail
6.0,62,78,8.6,Pass
3.3,88,51,3.0,Fail
5.5,80,25,8.1,Fail
2.2,93,38,7.6,Fail
1.7,44,70,3.7,Fail
3.2,87,55,3.1,Fail
4.1,62,31,6.6,Fail
4.5,60,26,3.3,Fail
5.3,59,33,6.4,Fail
2.3,77,42,4.6,Fail
5.4,93,98,8.8,Pass
1.2,56,69,5.8,Fail
5.5,77,89,8.3,Pass
1.0,59,66,5.2,Fail
1.3,83,94,4.9,Fail
5.1,38,89,7.2,Pass
5.6,41,91,5.1,Pass
5.4,63,31,5.8,Fail
2.2,99,60,6.1,Fail
2.7,54,34,6.4,Fail
4.2,64,53,4.9,Fail
3.1,76,35,6.8,Fail
1.4,57,85,8.6,Fail
4.5,91,57,4.8,Fail
5.7,76,68,6.9,Pass
5.1,45,54,4.7,Fail
2.1,85,61,4.6,Fail
1.7,35,57,5.4,Fail
1.9,93,49,3.3,Fail
5.5,62,86,5.9,Pass
5.2,100,45,3.8,Fail
5.6,65,81,3.6,Pass
5.3,70,59,3.1,Fail
3.5,61,72,4.0,Fail
1.5,46,29,4.6,Fail
1.2,51,40,6.3,Fail
4.6,60,38,6.6,Fail
2.1,49,40,7.6,Fail
3.5,69,83,8.3,Fail
5.4,33,46,6.2,Fail
3.9,91,61,4.3,Pass
3.8,56,42,4.7,Fail
5.4,45,49,7.4,Fail
1.9,44,29,4.1,Fail
2.0,44,52,6.9,Fail
3.7,85,48,7.1,Fail
1.8,56,56,7.1,Fail
3.9,96,34,8.8,Fail
5.4,61,44,6.7,Fail
3.9,100,64,6.0,Pass
4.9,52,49,6.9,Fail
3.5,84,64,6.7,Pass
2.7,92,44,7.2,Fail
3.8,39,38,6.6,Fail
4.5,68,78,8.0,Pass
3.0,86,55,8.4,Fail
5.5,69,86,7.9,Pass
3.0,31,84,5.9,Fail
4.7,72,65,4.0,Pass
1.0,70,64,3.1,Fail
3.3,33,83,5.4,Fail
5.6,86,96,6.5,Pass
5.8,96,34,7.2,Fail
2.5,70,77,6.9,Fail
5.2,46,20,3.5,Fail
1.0,85,58,7.2,Fail
3.7,87,41,4.9,Fail
5.1,53,82,7.6,Pass
1.7,41,47,5.4,Fail
5.8,95,64,3.0,Pass
5.4,61,25,6.1,Fail
1.7,66,79,8.4,Fail
2.1,83,92,7.5,Fail
2.1,86,85,3.5,Fail
3.9,49,37,8.0,Fail
1.0,46,83,5.7,Fail
1.6,81,36,3.3,Fail
2.6,52,45,8.4,Fail
3.7,62,30,8.2,Fail
4.2,72,98,8.7,Pass
4.2,32,71,6.7,Fail
1.6,45,26,9.0,Fail
5.7,38,31,3.1,Fail
4.9,71,95,3.4,Pass
4.7,37,98,8.8,Pass
5.2,60,38,3.2,Fail
3.2,65,61,4.3,Fail
5.5,60,39,8.0,Fail
4.0,92,28,4.0,Fail
1.5,60,78,4.4,Fail
4.4,71,86,7.7,Pass
3.3,80,27,8.1,Fail
1.7,81,71,4.9,Fail
2.1,34,28,6.0,Fail
3.3,55,40,4.5,Fail
4.9,64,34,7.4,Fail
2.0,76,78,6.7,Fail
2.2,66,21,4.5,Fail
4.4,61,27,5.7,Fail
1.3,80,25,4.1,Fail
4.2,99,72,8.3,Pass
4.4,38,96,6.3,Pass
4.6,54,58,5.2,Fail
1.1,53,84,6.8,Fail
4.2,77,30,8.3,Fail
2.9,85,65,7.5,Fail
2.4,68,100,5.5,Fail
2.3,87,44,5.9,Fail
2.8,62,90,5.8,Fail
3.3,88,87,7.2,Fail
4.0,41,39,6.4,Fail
1.3,89,87,5.7,Fail
5.4,87,86,8.5,Pass
4.4,54,59,7.5,Fail
3.2,60,80,4.5,Fail
4.8,41,24,4.0,Fail
3.5,55,51,3.6,Fail
1.9,31,94,8.1,Fail
3.8,40,34,6.0,Fail
1.6,32,65,7.3,Fail
4.9,51,84,8.5,Pass
5.2,86,79,4.7,Pass
3.1,71,91,3.6,Fail
4.6,31,62,8.3,Fail
2.7,48,40,4.2,Fail
4.8,63,56,8.4,Fail
2.2,37,35,5.0,Fail
5.9,91,69,7.1,Pass
5.4,87,60,3.2,Pass
1.9,40,87,4.7,Fail
5.0,62,75,5.9,Pass
4.8,30,45,4.6,Fail
5.8,79,81,8.6,Pass
5.0,67,31,4.2,Fail
5.2,56,97,5.4,Pass
1.9,86,95,5.8,Fail
3.3,58,53,3.9,Fail
5.7,86,91,4.9,Pass
5.0,78,64,8.7,Pass
5.9,63,70,6.2,Fail
3.3,88,80,3.3,Fail
5.2,56,45,4.0,Fail
3.0,49,100,5.5,Fail
5.7,38,82,6.9,Pass
2.3,60,87,5.8,Fail
1.0,81,60,5.6,Fail
2.1,91,83,5.0,Fail
1.8,91,56,3.8,Fail
4.6,66,55,3.7,Fail
4.3,74,93,6.8,Pass
3.6,32,92,3.9,Fail
2.2,66,89,7.6,Fail
2.2,94,84,8.9,Fail
4.4,32,26,5.8,Fail
1.7,70,71,5.8,Fail
1.1,67,82,3.7,Fail
1.5,87,73,8.2,Fail
2.8,39,92,4.0,Fail
2.8,83,52,8.6,Fail
3.2,42,80,4.5,Fail
4.4,94,41,6.6,Fail
5.2,72,95,5.9,Pass
4.5,90,47,5.3,Fail
5.7,69,58,6.8,Fail
4.2,94,95,6.4,Pass
4.2,54,83,5.3,Pass
3.7,86,34,6.2,Fail
4.5,69,58,7.6,Fail
1.9,30,53,3.0,Fail
1.2,40,78,3.6,Fail
2.6,70,100,5.4,Fail
4.9,57,42,3.2,Fail
4.8,55,81,8.7,Pass
3.8,100,65,5.1,Pass
1.6,86,23,7.9,Fail
2.2,60,60,7.6,Fail
3.2,99,95,6.5,Fail
4.3,35,59,5.2,Fail
1.6,77,22,7.5,Fail
1.7,82,87,5.3,Fail
2.4,86,40,4.8,Fail
2.1,74,37,3.9,Fail
3.7,95,63,7.5,Pass
2.9,40,45,7.1,Fail
5.6,34,25,6.1,Fail
1.2,100,45,3.7,Fail
4.2,76,26,3.0,Fail
1.4,74,83,3.4,Fail
5.0,89,36,7.2,Fail
5.0,82,82,3.2,Pass
2.7,96,44,3.2,Fail
5.6,99,40,8.7,Fail
1.6,79,45,4.9,Fail
1.1,30,55,8.1,Fail
4.4,74,27,5.1,Fail
2.4,69,77,3.6,Fail
3.2,74,70,6.2,Fail
3.5,67,64,4.1,Fail
3.7,75,91,6.1,Pass
5.3,40,94,6.0,Pass
1.4,60,55,7.3,Fail
4.4,99,26,6.0,Fail
1.0,81,87,7.4,Fail
1.7,86,23,6.8,Fail
5.0,47,31,3.4,Fail
3.7,39,50,7.0,Fail
3.9,78,95,8.8,Pass
4.0,83,76,4.5,Pass
4.3,49,97,5.2,Pass
3.4,84,48,4.7,Fail
1.7,80,30,7.7,Fail
2.6,32,55,6.4,Fail
4.9,40,63,6.4,Fail
2.5,44,43,6.9,Fail
1.1,85,48,4.4,Fail
2.4,77,88,6.7,Fail
3.1,43,56,7.8,Fail
2.1,50,50,8.0,Fail
5.8,57,70,3.0,Fail
5.0,93,87,7.7,Pass
2.3,89,29,4.4,Fail
5.6,89,95,6.1,Pass
1.0,74,72,5.8,Fail
2.3,67,59,6.3,Fail
4.3,36,30,8.4,Fail
4.9,65,92,8.6,Pass
5.1,56,36,8.4,Fail
5.4,74,43,6.7,Fail
1.1,86,21,5.4,Fail
5.6,80,92,4.7,Pass
3.5,95,21,7.3,Fail
5.3,55,36,6.9,Fail
3.8,97,53,6.8,Fail
4.0,91,35,7.3,Fail
2.4,69,72,3.5,Fail
6.0,45,93,3.5,Pass
5.5,61,52,8.6,Fail
2.2,43,87,7.0,Fail
3.4,57,74,6.5,Fail
3.2,31,30,7.4,Fail
1.3,65,95,3.1,Fail
5.8,87,62,7.9,Pass
4.1,79,58,6.0,Fail
2.2,35,98,8.8,Fail
2.9,87,26,4.3,Fail
5.5,67,96,6.8,Pass
3.4,89,53,6.1,Fail
2.8,30,65,6.4,Fail
2.8,32,89,3.3,Fail
2.2,84,77,5.9,Fail
1.6,64,37,6.9,Fail
3.8,35,95,8.7,Fail
2.8,83,68,5.5,Fail
2.9,42,35,7.0,Fail
5.3,85,68,5.4,Pass
5.7,91,83,3.6,Pass
1.6,100,98,4.9,Fail
4.7,37,92,4.4,Pass
3.4,95,90,6.4,Fail
1.3,52,63,6.8,Fail
2.7,52,96,8.2,Fail
2.7,54,50,6.3,Fail
4.6,67,31,3.3,Fail
4.9,61,29,7.4,Fail
5.5,69,70,5.4,Fail
3.8,89,55,3.1,Fail
1.9,94,22,8.7,Fail
2.0,78,64,7.5,Fail
4.9,62,91,7.3,Pass
5.8,55,78,8.1,Pass
5.7,94,49,5.0,Fail
5.7,69,91,8.6,Pass
2.0,85,40,6.3,Fail
4.8,54,23,8.3,Fail
1.0,95,65,4.1,Fail
1.3,78,27,7.5,Fail
1.2,93,82,5.6,Fail
1.2,64,96,6.3,Fail
5.8,65,84,5.5,Pass
4.8,45,88,3.1,Pass
4.8,84,28,7.5,Fail
1.6,58,23,3.6,Fail
1.9,48,71,7.8,Fail
5.3,68,84,8.3,Pass
6.0,35,90,8.9,Pass
1.5,40,46,8.4,Fail
5.0,78,32,5.7,Fail
1.8,98,26,7.9,Fail
1.2,48,46,3.9,Fail
4.4,40,94,8.2,Pass
1.8,79,42,4.5,Fail
5.5,71,59,7.1,Fail
5.0,72,60,3.8,Pass
5.3,100,60,3.7,Pass
5.8,63,27,7.0,Fail
3.2,85,93,5.0,Fail
5.6,30,44,3.1,Fail
2.0,58,34,6.8,Fail
1.9,88,37,4.5,Fail
4.7,88,47,5.9,Fail
5.0,83,73,6.7,Pass
3.7,94,54,6.1,Fail
1.2,100,56,5.8,Fail
5.6,50,51,6.8,Fail
3.0,99,40,3.5,Fail
2.6,54,67,8.5,Fail
2.1,82,23,6.5,Fail
4.4,46,64,3.1,Fail
5.2,94,62,7.0,Pass
4.1,88,35,5.9,Fail
4.5,68,46,6.6,Fail
3.5,88,72,7.5,Pass
5.6,95,70,5.6,Pass
2.8,62,73,6.2,Fail
3.3,69,24,4.7,Fail
2.8,76,49,5.1,Fail
1.9,33,30,8.6,Fail
1.3,94,57,6.3,Fail
5.6,51,91,8.6,Pass
4.0,35,93,6.9,Pass
3.9,56,43,6.7,Fail
2.2,69,33,6.9,Fail
3.6,40,32,3.9,Fail
4.9,38,34,6.5,Fail
1.3,34,49,7.1,Fail
2.9,47,73,8.5,Fail
1.2,60,100,7.4,Fail
4.5,51,52,5.0,Fail
1.0,42,53,7.6,Fail
1.8,84,89,3.3,Fail
3.8,51,39,3.8,Fail
5.0,62,95,8.8,Pass
2.3,85,81,4.0,Fail
2.3,45,41,4.3,Fail
4.3,87,93,6.3,Pass
4.7,100,71,6.9,Pass
2.3,98,96,6.7,Fail
1.9,88,92,4.9,Fail
1.3,98,81,4.6,Fail
2.9,64,78,7.0,Fail
5.2,35,32,5.9,Fail
2.4,65,22,3.9,Fail
5.0,45,36,3.2,Fail
5.2,96,36,7.3,Fail
3.5,76,42,4.7,Fail
2.7,92,39,3.7,Fail
1.5,83,29,6.5,Fail
4.8,83,24,4.6,Fail
4.5,81,70,3.4,Pass
5.4,61,74,3.7,Fail
4.4,74,58,6.0,Fail
4.4,83,73,3.8,Pass
1.0,44,58,8.8,Fail
1.3,63,93,6.3,Fail
5.9,80,31,5.4,Fail
2.2,68,56,6.0,Fail
2.0,49,84,8.6,Fail
1.5,54,45,8.0,Fail
2.6,79,55,6.6,Fail
4.6,61,66,6.9,Fail
3.1,75,98,5.6,Fail
3.2,92,50,5.3,Fail
4.3,35,80,7.7,Pass
4.9,37,30,8.2,Fail
5.4,79,95,7.3,Pass
1.8,71,89,3.8,Fail
3.6,54,53,5.4,Fail
3.3,40,33,4.2,Fail
1.0,70,56,7.9,Fail
4.5,85,87,6.3,Pass
4.9,79,47,5.8,Fail
5.9,84,82,7.8,Pass
4.0,53,33,6.6,Fail
1.4,84,97,8.4,Fail
4.4,67,36,3.4,Fail
5.1,55,55,5.3,Fail
1.4,58,76,4.5,Fail
3.0,30,49,4.5,Fail
4.6,40,53,7.7,Fail
5.3,68,85,7.9,Pass
4.3,39,56,5.0,Fail
5.6,30,35,8.1,Fail
3.4,83,36,6.1,Fail
5.8,88,90,6.2,Pass
2.8,44,66,7.0,Fail
1.2,76,33,7.8,Fail
5.3,32,48,8.5,Fail
1.6,52,99,5.3,Fail
3.2,52,77,7.8,Fail
1.3,78,38,6.1,Fail
3.1,71,21,6.9,Fail
2.6,66,70,5.7,Fail
3.4,35,56,3.9,Fail
3.8,74,99,7.3,Pass
2.3,95,53,7.9,Fail
3.1,90,24,4.9,Fail
1.1,63,71,3.2,Fail
3.2,30,72,7.6,Fail
1.5,79,56,4.6,Fail
1.3,68,53,6.7,Fail
4.0,40,50,4.7,Fail
3.0,59,49,6.5,Fail
1.7,93,53,3.9,Fail
3.6,34,50,6.6,Fail
2.5,96,73,6.4,Fail
2.9,31,50,4.9,Fail
5.0,77,57,5.4,Fail
1.0,93,36,3.9,Fail
2.5,97,91,3.9,Fail
3.8,83,31,3.4,Fail
2.3,32,52,8.5,Fail
2.3,67,36,5.6,Fail
5.9,63,58,8.5,Fail
3.0,86,74,8.6,Fail
2.3,100,69,5.4,Fail
3.0,30,100,3.6,Fail
1.8,69,48,7.2,Fail
3.8,64,98,3.7,Fail
3.8,47,35,4.8,Fail
5.6,87,33,4.4,Fail
5.5,100,32,3.1,Fail
4.7,91,84,4.2,Pass
5.6,89,38,4.5,Fail
5.8,79,63,6.8,Pass
5.2,32,36,8.3,Fail
3.8,43,99,4.7,Fail
1.6,62,77,5.2,Fail
2.7,88,89,5.1,Fail
2.0,83,82,6.6,Fail
5.5,69,87,6.6,Pass
2.8,35,95,6.8,Fail
4.5,50,90,4.3,Pass
3.1,98,39,8.0,Fail
4.5,37,26,5.0,Fail
5.6,32,51,8.6,Fail
1.6,70,99,6.9,Fail
5.5,78,31,3.6,Fail
1.6,49,73,8.5,Fail
5.0,40,94,8.2,Pass
3.8,91,62,4.6,Pass
3.0,50,31,8.2,Fail
5.1,47,77,5.5,Pass
1.5,70,64,5.6,Fail
3.1,86,43,3.7,Fail
4.0,40,38,5.8,Fail
2.1,78,51,5.1,Fail
3.5,58,99,4.1,Fail
1.8,94,58,5.8,Fail
4.8,64,85,3.4,Pass
4.7,54,80,7.0,Pass
2.9,79,43,5.5,Fail
5.3,63,64,9.0,Fail
3.5,88,33,6.7,Fail
3.3,34,81,5.1,Fail
4.2,98,45,8.7,Fail
1.5,48,82,5.1,Fail
5.7,37,77,3.2,Pass
5.2,58,66,6.5,Fail
1.8,67,99,4.2,Fail
5.3,59,97,4.9,Pass
1.8,68,100,4.3,Fail
2.3,54,96,6.6,Fail
3.0,79,98,8.9,Fail
1.7,36,94,7.4,Fail
5.7,90,91,5.6,Pass
5.9,80,40,5.2,Fail
3.5,94,41,4.3,Fail
3.6,72,62,8.9,Pass
3.7,50,23,4.1,Fail
1.6,92,45,7.3,Fail
5.6,83,67,6.5,Pass
3.7,55,93,8.5,Fail
3.0,30,25,8.3,Fail
5.6,58,60,8.4,Fail
5.5,74,49,3.5,Fail
3.0,31,64,5.7,Fail
1.3,84,46,3.6,Fail
5.9,80,51,6.6,Fail
5.1,72,65,7.8,Pass
3.2,78,23,8.6,Fail
4.9,39,22,8.5,Fail
3.0,91,21,8.6,Fail
5.7,31,77,5.0,Pass
3.7,34,59,7.7,Fail
5.7,53,73,5.8,Fail
4.0,39,74,8.4,Fail
3.0,55,79,4.3,Fail
2.5,40,26,7.3,Fail
3.7,64,22,4.2,Fail
4.6,59,56,4.1,Fail
2.7,93,77,6.6,Fail
4.3,65,86,6.8,Pass
5.5,89,60,7.3,Pass
2.5,86,60,8.1,Fail
1.1,40,91,8.7,Fail
4.6,96,39,3.7,Fail
2.1,37,82,8.8,Fail
4.0,84,60,7.2,Pass
4.1,44,39,7.5,Fail
5.7,56,74,4.1,Fail
5.2,73,51,5.8,Fail
3.9,41,51,4.3,Fail
3.0,38,34,7.0,Fail
2.9,69,43,3.2,Fail
2.0,97,44,8.8,Fail
2.6,65,79,7.4,Fail
4.7,83,75,7.6,Pass
1.6,46,27,8.6,Fail
1.2,31,28,3.7,Fail
3.4,84,95,3.9,Fail
4.4,49,25,6.8,Fail
1.1,30,26,7.0,Fail
2.6,79,74,8.8,Fail
3.6,36,32,8.4,Fail
3.9,47,74,7.2,Fail
5.8,67,95,5.2,Pass
5.7,42,94,6.1,Pass
4.1,80,68,8.7,Pass
5.6,48,77,8.9,Pass
3.4,85,83,7.2,Fail
5.4,95,71,7.0,Pass
1.1,96,73,6.5,Fail
2.3,72,53,8.4,Fail
5.2,96,58,3.2,Fail
4.6,47,79,3.8,Pass
5.6,53,66,7.0,Fail
5.1,99,100,7.9,Pass
3.6,53,60,8.5,Fail
3.5,52,68,3.2,Fail
4.8,79,99,7.7,Pass
2.3,90,45,4.1,Fail
1.2,85,51,4.4,Fail
1.9,77,89,3.1,Fail
2.2,74,36,3.0,Fail
1.7,94,49,7.1,Fail
3.8,50,86,7.8,Fail
3.6,70,33,7.6,Fail
1.4,34,97,8.1,Fail
1.6,34,79,6.4,Fail
5.4,89,40,4.8,Fail
5.6,74,21,7.8,Fail
3.8,79,68,4.0,Pass
3.3,92,52,7.1,Fail
2.3,95,64,4.6,Fail
2.8,77,82,3.2,Fail
4.1,83,71,7.1,Pass
3.5,40,69,4.0,Fail
3.7,39,86,5.2,Fail
5.1,55,90,5.3,Pass
1.8,65,53,5.8,Fail
4.4,82,47,5.1,Fail
3.7,89,61,5.7,Pass
4.4,45,83,6.1,Pass
1.3,69,41,5.8,Fail
2.9,47,53,4.1,Fail
1.6,62,31,8.1,Fail
3.7,41,22,8.4,Fail
3.3,41,61,7.1,Fail
4.7,58,22,6.6,Fail
3.3,87,41,8.4,Fail
3.7,86,79,8.0,Pass
2.0,88,38,7.6,Fail
6.0,53,80,5.1,Pass
3.4,50,81,5.8,Fail
4.0,64,56,7.2,Fail
4.0,99,53,4.0,Fail
4.6,43,85,4.1,Pass
3.4,100,65,6.2,Fail
1.0,63,100,7.9,Fail
3.6,80,56,6.4,Fail
3.4,45,60,6.1,Fail
3.5,92,68,7.3,Pass
4.7,100,100,5.0,Pass
5.8,47,42,6.0,Fail
1.2,46,46,5.0,Fail
2.6,32,97,7.3,Fail
4.8,46,51,7.2,Fail
2.2,56,71,4.3,Fail
3.8,83,41,4.4,Fail
4.7,44,41,6.9,Fail
6.0,96,86,8.3,Pass
1.9,100,24,8.7,Fail
4.5,72,95,5.7,Pass
4.4,65,22,5.1,Fail
2.8,37,63,3.4,Fail
5.1,50,61,8.7,Fail
5.4,71,46,5.5,Fail
3.5,37,100,3.6,Fail
4.3,34,21,8.1,Fail
5.5,98,29,4.4,Fail
3.0,37,100,6.9,Fail
3.9,92,100,4.4,Pass
3.3,90,48,6.8,Fail
3.0,87,66,5.8,Fail
5.1,60,77,3.4,Pass
1.8,42,30,4.5,Fail
3.1,42,66,3.8,Fail
1.7,67,43,6.1,Fail
5.3,64,27,5.8,Fail
